,births_2020_21,deaths_2020_21,state_name_2016,,,
,115,67,Tasmania,,,
,14,30,Tasmania,,,
,29,44,Tasmania,,,
,58,29,Northern Territory,,,
,84,121,Tasmania,,,
,62,61,Tasmania,,,
,32,75,Tasmania,,,
,52,69,Tasmania,,,
,56,78,Tasmania,,,
,172,77,Northern Territory,,,
,42,18,Tasmania,,,
,60,63,Tasmania,,,
,33,15,Tasmania,,,
,58,26,Tasmania,,,
,53,46,Tasmania,,,
,64,81,Tasmania,,,
,55,18,Tasmania,,,
,121,70,Tasmania,,,
,50,53,Tasmania,,,
,36,82,Tasmania,,,
,54,53,Tasmania,,,
,55,22,Tasmania,,,
,87,62,Tasmania,,,
,57,36,Tasmania,,,
,51,17,Tasmania,,,
,42,41,Tasmania,,,
,41,13,Tasmania,,,
,16,14,Tasmania,,,
,62,17,Tasmania,,,
,43,12,Tasmania,,,
,51,72,Tasmania,,,
,41,13,Tasmania,,,
,47,31,Tasmania,,,
,57,28,Tasmania,,,
,47,24,Tasmania,,,
,73,90,Tasmania,,,
,60,70,Tasmania,,,
,44,36,Tasmania,,,
,37,22,Tasmania,,,
,44,15,Tasmania,,,
,38,49,Tasmania,,,
,144,166,Tasmania,,,
,49,33,Tasmania,,,
,0,0,Tasmania,,,
,53,50,Tasmania,,,
,45,44,Tasmania,,,
,44,12,Tasmania,,,
,61,63,Tasmania,,,
,81,26,Northern Territory,,,
,0,0,Northern Territory,,,
,57,39,Northern Territory,,,
,66,22,Northern Territory,,,
,61,8,Northern Territory,,,
,38,12,Northern Territory,,,
,40,11,Northern Territory,,,
,58,12,Northern Territory,,,
,44,4,Northern Territory,,,
,33,9,Northern Territory,,,
,27,7,Northern Territory,,,
,21,12,Northern Territory,,,
,0,0,Northern Territory,,,
,69,16,Northern Territory,,,
,0,0,Northern Territory,,,
,26,13,Northern Territory,,,
,62,10,Northern Territory,,,
,69,12,Northern Territory,,,
,39,46,Northern Territory,,,
,31,9,Northern Territory,,,
,21,7,Northern Territory,,,
,34,25,Northern Territory,,,
,94,32,Northern Territory,,,
,0,0,Northern Territory,,,
,35,13,Northern Territory,,,
,95,7,Northern Territory,,,
,63,25,Northern Territory,,,
,59,19,Northern Territory,,,
,91,26,Northern Territory,,,
,23,11,Australian Capital Territory,,,
,174,6,Northern Territory,,,
,124,15,Northern Territory,,,
,67,15,Northern Territory,,,
,71,26,Northern Territory,,,
,99,27,Northern Territory,,,
,106,27,Northern Territory,,,
,55,14,Northern Territory,,,
,115,36,Australian Capital Territory,,,
,31,12,Northern Territory,,,
,32,40,Northern Territory,,,
,51,26,Northern Territory,,,
,64,19,Northern Territory,,,
,59,18,Northern Territory,,,
,53,35,Australian Capital Territory,,,
,33,19,Northern Territory,,,
,73,41,Northern Territory,,,
,50,31,Northern Territory,,,
,21,3,Northern Territory,,,
,29,5,Northern Territory,,,
,50,13,Australian Capital Territory,,,
,35,10,Australian Capital Territory,,,
,103,21,Australian Capital Territory,,,
,78,23,Australian Capital Territory,,,
,52,15,Australian Capital Territory,,,
,41,12,Australian Capital Territory,,,
,15,6,Australian Capital Territory,,,
,41,11,Australian Capital Territory,,,
,0,0,Australian Capital Territory,,,
,22,19,Australian Capital Territory,,,
,43,16,Australian Capital Territory,,,
,103,42,Australian Capital Territory,,,
,77,40,Australian Capital Territory,,,
,60,8,Australian Capital Territory,,,
,42,5,Australian Capital Territory,,,
,115,14,Australian Capital Territory,,,
,19,14,Australian Capital Territory,,,
,38,12,Australian Capital Territory,,,
,28,64,Australian Capital Territory,,,
,40,10,Australian Capital Territory,,,
,19,0,Australian Capital Territory,,,
,31,7,Australian Capital Territory,,,
,28,9,Australian Capital Territory,,,
,4,7,Australian Capital Territory,,,
,0,0,Australian Capital Territory,,,
,14,0,Australian Capital Territory,,,
,0,0,Australian Capital Territory,,,
,0,0,Australian Capital Territory,,,
,3,0,Australian Capital Territory,,,
,75,5,Australian Capital Territory,,,
,103,9,Australian Capital Territory,,,
,138,11,Australian Capital Territory,,,
,51,3,Australian Capital Territory,,,
,130,6,Australian Capital Territory,,,
,128,8,Australian Capital Territory,,,
,0,3,Australian Capital Territory,,,
,97,12,Australian Capital Territory,,,
,0,0,Australian Capital Territory,,,
,173,30,Australian Capital Territory,,,
,49,28,Australian Capital Territory,,,
,75,14,Australian Capital Territory,,,
,0,0,Australian Capital Territory,,,
,0,0,Australian Capital Territory,,,
,13,0,Australian Capital Territory,,,
,0,0,Australian Capital Territory,,,
,122,0,Australian Capital Territory,,,
,49,3,Australian Capital Territory,,,
,54,0,Australian Capital Territory,,,
,3,0,Australian Capital Territory,,,
,48,71,Australian Capital Territory,,,
,26,3,Australian Capital Territory,,,
,34,9,Australian Capital Territory,,,
,42,12,Australian Capital Territory,,,
,44,10,Australian Capital Territory,,,
,60,69,Australian Capital Territory,,,
,53,23,Australian Capital Territory,,,
,34,9,Australian Capital Territory,,,
,89,18,Australian Capital Territory,,,
,19,0,Australian Capital Territory,,,
,49,22,Australian Capital Territory,,,
,0,0,Australian Capital Territory,,,
,36,24,Australian Capital Territory,,,
,16,8,Australian Capital Territory,,,
,0,0,Australian Capital Territory,,,
,11,4,Australian Capital Territory,,,
,0,0,Australian Capital Territory,,,
,21,22,Australian Capital Territory,,,
,13,10,Australian Capital Territory,,,
,56,53,Australian Capital Territory,,,
,0,0,Australian Capital Territory,,,
,66,79,Australian Capital Territory,,,
,0,0,Australian Capital Territory,,,
,16,25,Australian Capital Territory,,,
,0,0,Australian Capital Territory,,,
,95,13,Australian Capital Territory,,,
,53,15,Australian Capital Territory,,,
,20,17,Australian Capital Territory,,,
,48,14,Australian Capital Territory,,,
,72,51,Australian Capital Territory,,,
,64,17,Australian Capital Territory,,,
,57,18,Australian Capital Territory,,,
,15,7,Australian Capital Territory,,,
,28,7,Australian Capital Territory,,,
,90,51,Australian Capital Territory,,,
,42,11,Australian Capital Territory,,,
,45,16,Australian Capital Territory,,,
,71,18,Australian Capital Territory,,,
,157,90,Australian Capital Territory,,,
,61,77,Australian Capital Territory,,,
,0,0,Australian Capital Territory,,,
,15,5,Australian Capital Territory,,,
,45,9,Australian Capital Territory,,,
,45,11,Australian Capital Territory,,,
,0,0,Australian Capital Territory,,,
,98,29,Australian Capital Territory,,,
,0,0,Australian Capital Territory,,,
,17,12,Australian Capital Territory,,,
,37,19,Australian Capital Territory,,,
,31,14,Australian Capital Territory,,,
,46,18,Australian Capital Territory,,,
,18,50,Australian Capital Territory,,,
,36,12,Australian Capital Territory,,,
,47,64,Australian Capital Territory,,,
,0,0,Australian Capital Territory,,,
,26,13,Australian Capital Territory,,,
,44,71,Australian Capital Territory,,,
,35,33,Australian Capital Territory,,,
,39,47,Australian Capital Territory,,,
,20,65,Australian Capital Territory,,,
,17,19,Australian Capital Territory,,,
,48,14,Australian Capital Territory,,,
,37,19,Australian Capital Territory,,,
,3,6,Australian Capital Territory,,,
,29,15,Australian Capital Territory,,,
,97,11,Australian Capital Territory,,,
,32,13,Australian Capital Territory,,,
,0,0,Australian Capital Territory,,,
,96,5,Australian Capital Territory,,,
,41,0,Australian Capital Territory,,,
,0,0,Australian Capital Territory,,,
,0,0,Australian Capital Territory,,,
,49,4,Australian Capital Territory,,,
,6,4,Australian Capital Territory,,,
,0,0,Australian Capital Territory,,,
